,Unnamed: 0,dataOpNetFlg,secFutrsLawId,secFutrsLawNbr,secFutrsLawName,secFutrsLawNameAnno,wtAnttnSecFutrsLawName,secFutrsLawVersion,fileno,body,draftDscrTitle,draftDscr,draftDscrAnno,bodyAgoCntnt,bodyAgoCntntAnno,bodyAftCntnt,bodyAftCntntAnno,pubDate,efctvDate,inefctvDate,lawAthrtyStsCde,fileNbr,visitCnt,draftPsnId,draftPsnName,draftPsnOrgId,draftPsnOrgName,draftTime,auditPsnId,auditPsnName,auditPsnOrgId,auditPsnOrgName,auditTime,issuePsnId,issuePsnName,issuePsnOrgId,issuePsnOrgName,issueTime,cnclIssuePsnId,cnclIssuePsnName,cnclIssuePsnOrgId,cnclIssuePsnOrgName,cnclIssueTime,lawDataStsCde,auditPassIndc,openLvlCde,stktTnReguIndc,deltIndc,olEntrTime,olLastAlterTime,secFutrsLawAndLawPubOrgRltnId,lawPubOrgId,lawPubOrgName,supvLawPubOrgId,supvLawPubOrgName,lawPubOrgCde,lawPubOrgHrrc,nbr,olDataOpTm,nonPkEmpty,nonPkNull,empty,null,pkNull,pkEmpty,id
10,10,,746126805381827931,1934,国务院关于深化“互联网＋先进制造业”发展工业互联网的指导意见（节录）,,,20171119,,,,,,,,,,1511049600000.0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,国务院,,,,,,,False,False,False,False,False,False,ba2e1f2cd87f4f65a12173ec4d1c1b6f
11,11,,745777672752257948,2042,国务院关于印发划转部分国有资本充实社保基金实施方案的通知,,,20171109,国发〔2017〕49号,,,,,,,,,1510185600000.0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,国务院,,,,,,,False,False,False,False,False,False,ba2e1f2cd87f4f65a12173ec4d1c1b6f
12,12,,746126805381562081,1877,中华人民共和国中小企业促进法,,,20170901,主席令第74号,,,,,,,,,1504224000000.0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,全国人民代表大会常务委员会,,,,,,,False,False,False,False,False,False,ba2e1f2cd87f4f65a12173ec4d1c1b6f
13,13,,745777672741782255,2031,国务院办公厅关于进一步激发民间有效投资活力促进经济持续健康发展的指导意见,,,20170901,国办发〔2017〕79号,,,,,,,,,1504224000000.0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,国务院办公厅,,,,,,,False,False,False,False,False,False,ba2e1f2cd87f4f65a12173ec4d1c1b6f
14,14,,745777672739550633,2028,最高人民法院关于适用《中华人民共和国公司法》若干问题的规定（四）,,,20170825,法释〔2017〕16号,,,,,,,,,1503619200000.0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,最高人民法院,,,,,,,False,False,False,False,False,False,ba2e1f2cd87f4f65a12173ec4d1c1b6f
15,15,,745777672739340123,2026,国务院办公厅转发国家发展改革委商务部人民银行外交部关于进一步引导和规范境外投资方向指导意见的通知,,,20170818,国办发〔2017〕74号,,,,,,,,,1503014400000.0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,国务院办公厅,,,,,,,False,False,False,False,False,False,ba2e1f2cd87f4f65a12173ec4d1c1b6f
16,16,,745777672739115247,2025,国务院关于促进外资增长若干措施的通知,,,20170816,国发〔2017〕39号,,,,,,,,,1502841600000.0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,国务院,,,,,,,False,False,False,False,False,False,ba2e1f2cd87f4f65a12173ec4d1c1b6f
17,17,,746126805381827043,1928,最高人民法院印发《关于进一步加强金融审判工作的若干意见》的通知,,,20170809,法发〔2017)22号,,,,,,,,,1502236800000.0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,最高人民法院,,,,,,,False,False,False,False,False,False,ba2e1f2cd87f4f65a12173ec4d1c1b6f
18,18,,746126805381827471,1931,最高人民法院印发《关于为改善营商环境提供司法保障的若干意见》的通知,,,20170807,法发〔2017〕23号,,,,,,,,,1502064000000.0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,最高人民法院,,,,,,,False,False,False,False,False,False,ba2e1f2cd87f4f65a12173ec4d1c1b6f
19,19,,745652376753857367,2023,国务院关于强化实施创新驱动发展战略进一步推进大众创业万众创新深入发展的意见（节录）,,,20170721,国发〔2017〕37号,,,,,,,,,1500595200000.0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,国务院,,,,,,,False,False,False,False,False,False,ba2e1f2cd87f4f65a12173ec4d1c1b6f
20,0,,746126805381828974,1938,国务院办公厅关于印发中央企业公司制改制工作实施方案的通知,,,20170718,国办发〔2017〕69号,,,,,,,,,1500336000000.0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,国务院办公厅,,,,,,,False,False,False,False,False,False,ba2e1f2cd87f4f65a12173ec4d1c1b6f
21,1,,746126805381829197,1941,国务院办公厅关于加快发展商业养老保险的若干意见（节录）,,,20170629,国办发〔2017〕59号,,,,,,,,,1498694400000.0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,国务院办公厅,,,,,,,False,False,False,False,False,False,ba2e1f2cd87f4f65a12173ec4d1c1b6f
22,2,,746126805381829864,1942,国务院办公厅关于印发全国深化简政放权放管结合优化服务改革电视电话会议重点任务分工方案的通知,,,20170622,国办发〔2017〕57号,,,,,,,,,1498089600000.0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,国务院办公厅,,,,,,,False,False,False,False,False,False,ba2e1f2cd87f4f65a12173ec4d1c1b6f
23,3,,746126805381830336,1946,国务院关于进一步削减工商登记前置审批事项的决定,,,20170507,国发〔2017〕32号,,,,,,,,,1494115200000.0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,国务院,,,,,,,False,False,False,False,False,False,ba2e1f2cd87f4f65a12173ec4d1c1b6f
24,4,,746126805381831937,1952,国务院办公厅关于加快推进“多证合一”改革的指导意见,,,20170505,国办发〔2017〕41号,,,,,,,,,1493942400000.0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,国务院办公厅,,,,,,,False,False,False,False,False,False,ba2e1f2cd87f4f65a12173ec4d1c1b6f
25,5,,745652376748325127,2013,国务院办公厅关于转发国务院国资委以管资本为主推进职能转变方案的通知,,,20170427,国办发〔2017〕38号,,,,,,,,,1493251200000.0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,国务院办公厅,,,,,,,False,False,False,False,False,False,ba2e1f2cd87f4f65a12173ec4d1c1b6f
26,6,,745439065458010772,2011,国务院办公厅关于进一步完善国有企业法人治理结构的指导意见,,,20170424,国办发〔2017〕36号,,,,,,,,,1492992000000.0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,国务院办公厅,,,,,,,False,False,False,False,False,False,ba2e1f2cd87f4f65a12173ec4d1c1b6f
27,7,,746126805381833108,1960,国务院关于印发全面深化中国（上海）自由贸易试验区改革开放方案的通知,,,20170413,国发〔2017〕23号,,,,,,,,,1492041600000.0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,国务院,,,,,,,False,False,False,False,False,False,ba2e1f2cd87f4f65a12173ec4d1c1b6f
28,8,,746126805381832838,1958,国务院关于做好当前和今后一段时期就业创业工作的意见（节录）,,,20170413,国发〔2017〕28号,,,,,,,,,1492041600000.0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,国务院,,,,,,,False,False,False,False,False,False,ba2e1f2cd87f4f65a12173ec4d1c1b6f
29,9,,746126805381833047,1959,国务院批转国家发展改革委关于2017年深化经济体制改革重点工作意见的通知（节录）,,,20170413,国发〔2017〕27号,,,,,,,,,1492041600000.0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,国务院,,,,,,,False,False,False,False,False,False,ba2e1f2cd87f4f65a12173ec4d1c1b6f
30,10,,746126805381832003,1954,国务院办公厅关于加快发展冷链物流保障食品安全促进消费升级的意见（节录）,,,20170413,国办发〔2017〕29号,,,,,,,,,1492041600000.0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,国务院办公厅,,,,,,,False,False,False,False,False,False,ba2e1f2cd87f4f65a12173ec4d1c1b6f
31,11,,746126805381833304,1961,国务院关于落实《政府工作报告》重点工作部门分工的意见（节录）,,,20170322,国发〔2017〕22号,,,,,,,,,1490140800000.0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,国务院,,,,,,,False,False,False,False,False,False,ba2e1f2cd87f4f65a12173ec4d1c1b6f
32,12,,746126805381900773,1972,国务院关于印发中国（重庆）自由贸易试验区总体方案的通知（节录）,,,20170315,国发〔2017〕19号,,,,,,,,,1489536000000.0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,国务院,,,,,,,False,False,False,False,False,False,ba2e1f2cd87f4f65a12173ec4d1c1b6f
33,13,,746126805381833623,1962,国务院关于印发中国（陕西）自由贸易试验区总体方案的通知（节录）,,,20170315,国发〔2017〕21号,,,,,,,,,1489536000000.0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,国务院,,,,,,,False,False,False,False,False,False,ba2e1f2cd87f4f65a12173ec4d1c1b6f
34,14,,746126805381834366,1967,国务院关于印发中国（辽宁）自由贸易试验区总体方案的通知,,,20170315,国发〔2017〕15号,,,,,,,,,1489536000000.0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,国务院,,,,,,,False,False,False,False,False,False,ba2e1f2cd87f4f65a12173ec4d1c1b6f
35,15,,745439065454633473,2007,国务院办公厅关于进一步激发社会领域投资活力的意见（节录）,,,20170307,国办发〔2017〕21号,,,,,,,,,1488844800000.0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,国务院办公厅,,,,,,,False,False,False,False,False,False,ba2e1f2cd87f4f65a12173ec4d1c1b6f
36,16,,745439065453292729,2005,国务院办公厅关于创新农村基础设施投融资体制机制的指导意见（节录）,,,20170206,国办发〔2017〕17号,,,,,,,,,1486339200000.0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,国务院,,,,,,,False,False,False,False,False,False,ba2e1f2cd87f4f65a12173ec4d1c1b6f
37,17,,746126805381837168,1969,国务院关于印发“十三五”现代综合交通运输体系发展规划的通知（节录）,,,20170203,国发〔2017〕11号,,,,,,,,,1486080000000.0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,国务院,,,,,,,False,False,False,False,False,False,ba2e1f2cd87f4f65a12173ec4d1c1b6f
38,18,,746126805381836871,1968,国务院关于印发“十三五”促进就业规划的通知（节录）,,,20170126,国发〔2017〕10号,,,,,,,,,1485388800000.0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,国务院,,,,,,,False,False,False,False,False,False,ba2e1f2cd87f4f65a12173ec4d1c1b6f
39,19,,745439065453040226,2002,国务院办公厅关于规范发展区域性股权市场的通知,,,20170120,国办发〔2017〕11号,,,,,,,,,1484870400000.0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,国务院办公厅,,,,,,,False,False,False,False,False,False,ba2e1f2cd87f4f65a12173ec4d1c1b6f
40,0,,746126805381826068,1927,国务院办公厅关于创新管理优化服务培育壮大经济发展新动能加快新旧动能接续转换的意见（节录）,,,20170113,国办发〔2017〕4号,,,,,,,,,1484265600000.0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,国务院办公厅,,,,,,,False,False,False,False,False,False,ba2e1f2cd87f4f65a12173ec4d1c1b6f
41,1,,745439065452960354,2000,国务院关于扩大对外开放积极利用外资若干措施的通知,,,20170112,国发〔2017〕5号,,,,,,,,,1484179200000.0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,国务院,,,,,,,False,False,False,False,False,False,ba2e1f2cd87f4f65a12173ec4d1c1b6f
42,2,,746126805381709862,1926,国务院办公厅关于进一步促进农产品加工业发展的意见（节录）,,,20161228,国办发〔2016〕93号,,,,,,,,,1482883200000.0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,国务院办公厅,,,,,,,False,False,False,False,False,False,ba2e1f2cd87f4f65a12173ec4d1c1b6f
43,3,,746126805381709117,1925,国务院关于印发“十三五”国家信息化规划的通知（节录）,,,20161227,国发〔2016〕73号,,,,,,,,,1482796800000.0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,国务院,,,,,,,False,False,False,False,False,False,ba2e1f2cd87f4f65a12173ec4d1c1b6f
44,4,,746126805381707761,1924,国务院关于印发“十三五”旅游业发展规划的通知（节录）,,,20161226,国发〔2016〕70号,,,,,,,,,1482710400000.0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,国务院,,,,,,,False,False,False,False,False,False,ba2e1f2cd87f4f65a12173ec4d1c1b6f
45,5,,746126805381641929,1923,国务院关于印发“十三五”国家战略性新兴产业发展规划的通知（节录）,,,20161219,国发〔2016〕67号,,,,,,,,,1482105600000.0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,国务院,,,,,,,False,False,False,False,False,False,ba2e1f2cd87f4f65a12173ec4d1c1b6f
46,6,,746126805381640591,1912,国务院办公厅关于完善支持政策促进农民持续增收的若干意见（节录）,,,20161206,国办发〔2016〕87号,,,,,,,,,1480982400000.0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,国务院办公厅,,,,,,,False,False,False,False,False,False,ba2e1f2cd87f4f65a12173ec4d1c1b6f
47,7,,745777672744020092,2032,国务院关于印发“十三五”脱贫攻坚规划的通知（节录）,,,20161123,国发〔2016〕64号,,,,,,,,,1479859200000.0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,国务院,,,,,,,False,False,False,False,False,False,ba2e1f2cd87f4f65a12173ec4d1c1b6f
48,8,,746126805381641149,1918,国务院办公厅关于对真抓实干成效明显地方加大激励支持力度的通知（节录）,,,20161117,国办发〔2016〕82号,,,,,,,,,1479340800000.0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,国务院办公厅,,,,,,,False,False,False,False,False,False,ba2e1f2cd87f4f65a12173ec4d1c1b6f
49,9,,746126805381640461,1911,国务院关于深入推进实施新一轮东北振兴战略加快推动东北地区经济企稳向好若干重要举措的意见（节录）,,,20161116,国发〔2016〕62号,,,,,,,,,1479254400000.0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,国务院,,,,,,,False,False,False,False,False,False,ba2e1f2cd87f4f65a12173ec4d1c1b6f
50,10,,746126805381640161,1909,国务院关于印发“十三五”控制温室气体排放工作方案的通知（节录）,,,20161104,国发〔2016〕61号,,,,,,,,,1478217600000.0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,国务院,,,,,,,False,False,False,False,False,False,ba2e1f2cd87f4f65a12173ec4d1c1b6f
51,11,,746126805381640855,1915,国务院办公厅关于加快发展健身休闲产业的指导意见（节录）,,,20161028,国办发〔2016〕77号,,,,,,,,,1477612800000.0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,国务院办公厅,,,,,,,False,False,False,False,False,False,ba2e1f2cd87f4f65a12173ec4d1c1b6f
52,12,,746126805381639596,1908,国务院关于加快发展康复辅助器具产业的若干意见（节录）,,,20161027,国发〔2016〕60号,,,,,,,,,1477526400000.0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,国务院,,,,,,,False,False,False,False,False,False,ba2e1f2cd87f4f65a12173ec4d1c1b6f
53,13,,1465915350209107848,1978,国务院关于积极稳妥降低企业杠杆率的意见（节录）,,,20160922,国发〔2016〕54号,,,,,,,,,1474502400000.0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,国务院,,,,,,,False,False,False,False,False,False,ba2e1f2cd87f4f65a12173ec4d1c1b6f
54,14,,1465877829157043086,1976,国务院关于促进创业投资持续健康发展的若干意见,,,20160916,国发〔2016〕53号,,,,,,,,,1473984000000.0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,国务院,,,,,,,False,False,False,False,False,False,ba2e1f2cd87f4f65a12173ec4d1c1b6f
55,15,,745233697178926278,1989,国务院办公厅关于石化产业调结构促转型增效益的指导意见（节录）,,,20160723,国办发〔2016〕57号,,,,,,,,,1469232000000.0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,国务院办公厅,,,,,,,False,False,False,False,False,False,ba2e1f2cd87f4f65a12173ec4d1c1b6f
56,16,,1465781661500207170,1973,国务院办公厅关于推动中央企业结构调整与重组的指导意见,,,20160717,国办发〔2016〕56号,,,,,,,,,1468713600000.0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,国务院,,,,,,,False,False,False,False,False,False,ba2e1f2cd87f4f65a12173ec4d1c1b6f
57,17,,96642793069638401,2067,国务院办公厅关于进一步做好民间投资有关工作的通知,,,20160701,国办发明电〔2016〕12号,,,,,,,,,1467331200000.0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,国务院办公厅,,,,,,,False,False,False,False,False,False,ba2e1f2cd87f4f65a12173ec4d1c1b6f
58,18,,746126805381633721,1892,最高人民法院关于发布第13批指导性案例的通知（节录）,,,20160630,法发〔2016〕214号,,,,,,,,,1467244800000.0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,最高人民法院,,,,,,,False,False,False,False,False,False,ba2e1f2cd87f4f65a12173ec4d1c1b6f
59,19,,745205717966808730,1983,国务院办公厅关于加快推进“五证合一、一照一码”登记制度改革的通知,,,20160630,国办发〔2016〕53号,,,,,,,,,1467244800000.0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,国务院办公厅,,,,,,,False,False,False,False,False,False,ba2e1f2cd87f4f65a12173ec4d1c1b6f
60,0,,746126805381639112,1905,国务院关于建立完善守信联合激励和失信联合惩戒制度加快推进社会诚信建设的指导意见,,,20160612,国发〔2016〕33号,,,,,,,,,1465689600000.0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,国务院,,,,,,,False,False,False,False,False,False,ba2e1f2cd87f4f65a12173ec4d1c1b6f
61,1,,96642793069438094,2066,国务院办公厅关于转发国家发展改革委营造良好市场环境推动交通物流融合发展实施方案的通知（节录）,,,20160610,国办发〔2016〕43号,,,,,,,,,1465516800000.0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,国务院办公厅,,,,,,,False,False,False,False,False,False,ba2e1f2cd87f4f65a12173ec4d1c1b6f
62,2,,96642793069390158,2065,国务院办公厅关于营造良好市场环境促进有色金属工业调结构促转型增效益的指导意见（节录）,,,20160605,国办发〔2016〕42号,,,,,,,,,1465084800000.0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,国务院办公厅,,,,,,,False,False,False,False,False,False,ba2e1f2cd87f4f65a12173ec4d1c1b6f
63,3,,745205717966835592,1986,最高人民法院、中国证券监督管理委员会关于在全国部分地区开展证券期货纠纷多元化解机制试点工作的通知,,,20160525,法发〔2016〕149号,,,,,,,,,1464134400000.0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"中国证券监督管理委员会,最高人民法院",,,,,,,False,False,False,False,False,False,ba2e1f2cd87f4f65a12173ec4d1c1b6f
64,4,,96613711997001707,2061,国务院关于印发2016年推进简政放权放管结合优化服务改革工作要点的通知,,,20160523,国发〔2016〕30号,,,,,,,,,1463961600000.0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,国务院,,,,,,,False,False,False,False,False,False,ba2e1f2cd87f4f65a12173ec4d1c1b6f
65,5,,96613711997212842,2062,国务院办公厅关于加快培育和发展住房租赁市场的若干意见（节录）,,,20160517,国办发〔2016〕39号,,,,,,,,,1463443200000.0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,国务院办公厅,,,,,,,False,False,False,False,False,False,ba2e1f2cd87f4f65a12173ec4d1c1b6f
66,6,,96562638058380529,2060,国务院关于促进外贸回稳向好的若干意见,,,20160505,国发〔2016〕27号,,,,,,,,,1462406400000.0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,国务院,,,,,,,False,False,False,False,False,False,ba2e1f2cd87f4f65a12173ec4d1c1b6f
67,7,,96562638058379499,2058,国务院办公厅关于印发促进科技成果转移转化行动方案的通知,,,20160421,国办发〔2016〕28号,,,,,,,,,1461196800000.0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,国务院办公厅,,,,,,,False,False,False,False,False,False,ba2e1f2cd87f4f65a12173ec4d1c1b6f
68,8,,745439065454980540,2008,最高人民法院、中国证券监督管理委员会关于试点法院通过网络查询、冻结被执行人证券有关事项的通知,,,20160304,法发〔2016〕72 号,,,,,,,,,1457049600000.0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"中国证券监督管理委员会,最高人民法院",,,,,,,False,False,False,False,False,False,ba2e1f2cd87f4f65a12173ec4d1c1b6f
69,9,,5fa790d12d8c44b0ba25caf5972adc3b,1012,证券公司风险处置条例,,,20160206,国务院令第666号,,,,,,,,,1454716800000.0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,国务院,,,,,,,False,False,False,False,False,False,ba2e1f2cd87f4f65a12173ec4d1c1b6f
70,10,,a2e642402f2d462dad5b90004e899206,1077,中华人民共和国公司登记管理条例,,,20160206,国务院令第666号,,,,,,,,,1454716800000.0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,国务院,,,,,,,False,False,False,False,False,False,ba2e1f2cd87f4f65a12173ec4d1c1b6f
71,11,,da9e0e3d52e34175ba07b253283909d1,1102,中华人民共和国企业法人登记管理条例,,,20160206,国务院令第666号,,,,,,,,,1454716800000.0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,国务院,,,,,,,False,False,False,False,False,False,ba2e1f2cd87f4f65a12173ec4d1c1b6f
72,12,,42b4c2a446b944cb98a60a3c4480d52f,1010,证券交易所风险基金管理暂行办法,,,20160206,国务院令第666号 ,,,,,,,,,1454716800000.0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,国务院,,,,,,,False,False,False,False,False,False,ba2e1f2cd87f4f65a12173ec4d1c1b6f
73,13,,a2fa261f67f74552a3e356a4a53c189d,1054,国务院办公厅关于印发国务院部门权力和责任清单编制试点方案的通知,,,20151228,国办发〔2015〕92号,,,,,,,,,1451260800000.0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,国务院办公厅,,,,,,,False,False,False,False,False,False,ba2e1f2cd87f4f65a12173ec4d1c1b6f
74,14,,b6e9a112ec7744dda018912f773d3603,1002,全国人民代表大会常务委员会关于授权国务院在实施股票发行注册制改革中调整适用《中华人民共和国证券法》有关规定的决定,,,20151227,,,,,,,,,,1451174400000.0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,全国人民代表大会常务委员会,,,,,,,False,False,False,False,False,False,ba2e1f2cd87f4f65a12173ec4d1c1b6f
